id	category	type	en	ko	zh	kk	bn	uz	options
Q159	Employment in Korea	text	What kind of support would you like to receive from Endicott regarding employment?	→ 취업과 관련하여 엔디컷으로부터 어떤 지원을 받고 싶으십니까?	在就?方面，?希望 Endicott ??提供?些支持？	Endicott-тан ж?мыс?а орналасу?а ?атысты ?андай ?олдау ал?ы?ыз келед??	????????????? ?????? ??????? ???? ???? ?? ????? ??????? ???? ????	Endicottdan ishga joylashish borasida qanday yordam olishni xohlaysiz?	
Q160	Employment in Korea	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha sharhlar/takliflar	
Q160	Frequency Mode	text	"On average, how many times in a semester do you meet your professors in person or through online meetings?"	→ 한 학기 동안 평균 몇 번 정도 교수님들을 대면 또는 온라인으로 만나십니까?	平均??，每?期??老?面?面或在??面的次?是多少？	Орташа есеппен б?р семестрде профессорлары?ызбен ?анша рет жеке немесе онлайн кездесулер ар?ылы кездесес?з?	"????, ???? ?????????? ???? ????? ????? ?????????? ???? ????????????? ?? ?????? ????????? ??????? ???? ?????"	"O'rtacha, semestrda professorlaringiz bilan shaxsan yoki onlayn uchrashuvlar orqali necha marta uchrashasiz?"	
Q161	Frequency Mode	text	"On average, how many times in a semester do you seek the services of the Academic Affairs Office?"	→ 한 학기 동안 평균 몇 번 정도 학사과 서비스를 이용하십니까?	平均??，每?期?使用???服?的次?是多少？	"Орташа есеппен, семестрде Академиялы? ?стер б?л?м?н?? ?ызмет?не ?анша рет ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ???????? ???????????? ?????? ??????? ????"	"O'rtacha, semestrda necha marta Akademik ishlar bo'limi xizmatlariga murojaat qilasiz?"	
Q162	Frequency Mode	text	"On average, how many times in a semester do you access the SMART LMS system?"	→ 한 학기 동안 평균 몇 번 정도 SMART LMS 시스템에 접속하십니까?	平均??，每?期?登? SMART LMS 系?的次?是多少？	"Орташа есеппен, семестрде ?анша рет SMART LMS ж?йес?не к?рес?з?"	"????, ???? ?????????? ???? ????? SMART LMS ??????? ??????? ?????"	"O'rtacha, semestrda necha marta SMART LMS tizimiga ulanasiz?"	
Q163	Frequency Mode	text	"On average, how many times in a semester do you seek the services of Student Services?"	→ 한 학기 동안 평균 몇 번 정도 학생서비스센터 서비스를 이용하십니까?	平均??，每?期?使用?生服?中心服?的次?是多少？	"Орташа есеппен, семестрде ?анша рет Студентт?к ?ызметтерд?? ?ызмет?не ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ????????? ??????????? ??????? ????"	"O'rtacha, bir semestrda Talabalar Xizmatlari xizmatiga necha marta murojaat qilasiz?"	
Q164	Frequency Mode	text	"On average, how many times in a semester do you seek the services of the Counseling Center?"	→ 한 학기 동안 평균 몇 번 정도 상담센터 서비스를 이용하십니까?	平均??，每?期?使用心理咨?中心服?的次?是多少？	"Орташа есеппен, семестрде ?анша рет Ке?ес беру орталы?ыны? ?ызмет?не ж?г?нес?з?"	"????, ???? ?????????? ???? ????? ?????????? ????????? ??????? ????"	"O'rtacha, bir semestrda necha marta Maslahat Markazi xizmatiga murojaat qilasiz?"	
Q165	Frequency Mode	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
Q165	At a Glance	likert	"So far, Endicott has met all of my expectations."	→ 지금까지 엔디컷은 저의 기대를 모두 충족시켜 주었습니다.	到目前?止，Endicott 在各方面都符合我的期望。	?аз?рг? уа?ытта Endicott мен?? барлы? ?м?ттер?мд? а?тады.	"??? ???????, Endicott ???? ????? ????????? ???? ??????"	Hozircha Endicott mening barcha kutganlarimni oqladi.	
Q166	At a Glance	likert	I would recommend Endicott to my family and friends.	→ 저는 엔디컷을 가족과 친구들에게 추천하고 싶습니다.	我愿意向家人和朋友推? Endicott。	Мен Endicott-ты отбасым мен достарыма ?сынар ед?м.	??? ???? ?????? ??? ???????? ???? Endicott-?? ??????? ????	Men Endicottni oilam va do'stlarimga tavsiya qilaman.	
Q167	At a Glance	likert	I believe that Endicott has a strong reputation both in Korea and internationally.	→ 엔디컷은 한국 내뿐 아니라 국제적으로도 높은 명성을 갖고 있다고 믿습니다.	我?? Endicott 不?在??，在??上也享有?高的??。	"Мен Endicott-ты? Кореяда да, халы?аралы? де?гейде де беделд? деп санаймын."	??? ??????? ??? ?? Endicott-?? ??????? ??? ??????????????? ???? ????????? ???? ????????? ?????? ???????	"Men Endicottning Koreyada ham, xalqaro miqyosda ham kuchli obro'ga ega ekanligiga ishonaman."	
Q168	At a Glance	likert	Endicott has created a strong sense of community and belonging for its students.	→ 엔디컷은 학생들에게 강한 공동체 의식과 소속감을 형성해 주었습니다.	Endicott ??生?造了强烈的社?意?和??感。	Endicott студенттер? ?ш?н ?о?амдасты? пен тиес?л?л?к сез?м?н ?алыптастырды.	???????? ??? ????????????? ???? ?????????? ??? ?????????? ???? ????????? ??????? ???? ??????	Endicott o'z talabalarida kuchli hamjamiyat va tegishlilik tuyg'usini yaratdi.	
Q169	At a Glance	text	Additional Comments/Suggestions	→ 추가 의견/제안	其他意?／建?	?осымша п?к?рлер/?сыныстар	???????? ???????/???????	Qo'shimcha izohlar/takliflar	
